1.0000000e+00    0.0000000e+00    
9.9824085e-01    0.0000000e+00    
9.9591715e-01    0.0000000e+00    
9.9303182e-01    0.0000000e+00    
9.8958811e-01    0.0000000e+00    
9.8558957e-01    0.0000000e+00    
9.8104007e-01    0.0000000e+00    
9.7594377e-01    0.0000000e+00    
9.7030515e-01    0.0000000e+00    
9.6412897e-01    0.0000000e+00    
9.5742028e-01    0.0000000e+00    
9.5018444e-01    0.0000000e+00    
9.4242707e-01    0.0000000e+00    
9.3415410e-01    0.0000000e+00    
9.2537171e-01    0.0000000e+00    
9.1608636e-01    0.0000000e+00    
9.0630480e-01    0.0000000e+00    
8.9603401e-01    0.0000000e+00    
8.8528126e-01    0.0000000e+00    
8.7405405e-01    0.0000000e+00    
8.6236014e-01    0.0000000e+00    
8.5020755e-01    0.0000000e+00    
8.3760450e-01    0.0000000e+00    
8.2455948e-01    0.0000000e+00    
8.1108119e-01    0.0000000e+00    
7.9717857e-01    0.0000000e+00    
7.8286074e-01    0.0000000e+00    
7.6813707e-01    0.0000000e+00    
7.5301711e-01    0.0000000e+00    
7.3751063e-01    0.0000000e+00    
7.2162757e-01    0.0000000e+00    
7.0537807e-01    0.0000000e+00    
6.8877246e-01    0.0000000e+00    
6.7182121e-01    0.0000000e+00    
6.5453499e-01    0.0000000e+00    
6.3692461e-01    0.0000000e+00    
6.1900106e-01    0.0000000e+00    
6.0077545e-01    0.0000000e+00    
5.8225904e-01    0.0000000e+00    
5.6346322e-01    0.0000000e+00    
5.4439953e-01    0.0000000e+00    
5.2507959e-01    0.0000000e+00    
5.0551518e-01    0.0000000e+00    
4.8571814e-01    0.0000000e+00    
4.6570043e-01    0.0000000e+00    
4.4547411e-01    0.0000000e+00    
4.2505132e-01    0.0000000e+00    
4.0444427e-01    0.0000000e+00    
3.8366524e-01    0.0000000e+00    
3.6272657e-01    0.0000000e+00    
3.4164068e-01    0.0000000e+00    
3.2042001e-01    0.0000000e+00    
2.9907706e-01    0.0000000e+00    
2.7762435e-01    0.0000000e+00    
2.5607444e-01    0.0000000e+00    
2.3443989e-01    0.0000000e+00    
2.1273331e-01    0.0000000e+00    
1.9096727e-01    0.0000000e+00    
1.6915437e-01    0.0000000e+00    
1.4730719e-01    0.0000000e+00    
1.2543828e-01    0.0000000e+00    
1.0356020e-01    0.0000000e+00    
8.1685447e-02    0.0000000e+00    
5.9826497e-02    0.0000000e+00    
3.7995777e-02    0.0000000e+00    
1.6205663e-02    0.0000000e+00    
-5.5315281e-03    0.0000000e+00    
-2.7203544e-02    0.0000000e+00    
-4.8798204e-02    0.0000000e+00    
-7.0303408e-02    0.0000000e+00    
-9.1707140e-02    0.0000000e+00    
-1.1299748e-01    0.0000000e+00    
-1.3416259e-01    0.0000000e+00    
-1.5519077e-01    0.0000000e+00    
-1.7607040e-01    0.0000000e+00    
-1.9679000e-01    0.0000000e+00    
-2.1733819e-01    0.0000000e+00    
-2.3770374e-01    0.0000000e+00    
-2.5787556e-01    0.0000000e+00    
-2.7784268e-01    0.0000000e+00    
-2.9759430e-01    0.0000000e+00    
-3.1711976e-01    0.0000000e+00    
-3.3640856e-01    0.0000000e+00    
-3.5545038e-01    0.0000000e+00    
-3.7423505e-01    0.0000000e+00    
-3.9275259e-01    0.0000000e+00    
-4.1099320e-01    0.0000000e+00    
-4.2894725e-01    0.0000000e+00    
-4.4660533e-01    0.0000000e+00    
-4.6395819e-01    0.0000000e+00    
-4.8099681e-01    0.0000000e+00    
-4.9771237e-01    0.0000000e+00    
-5.1409624e-01    0.0000000e+00    
-5.3014003e-01    0.0000000e+00    
-5.4583555e-01    0.0000000e+00    
-5.6117484e-01    0.0000000e+00    
-5.7615016e-01    0.0000000e+00    
-5.9075401e-01    0.0000000e+00    
-6.0497911e-01    0.0000000e+00    
-6.1881843e-01    0.0000000e+00    
-6.3226517e-01    0.0000000e+00    
-6.4531278e-01    0.0000000e+00    
-6.5795495e-01    0.0000000e+00    
-6.7018563e-01    0.0000000e+00    
-6.8199901e-01    0.0000000e+00    
-6.9338954e-01    0.0000000e+00    
-7.0435193e-01    0.0000000e+00    
-7.1488114e-01    0.0000000e+00    
-7.2497241e-01    0.0000000e+00    
